instruction,category,intent,urgency
"good morning, cancel my order asap, i oredred the wrong item",CANCEL,cancel_order,high
"Hello, can you help me modify my account settings?",ACCOUNT,edit_account,low
"please refund order #3300, the item arrievd borken. many thanks.",REFUND,get_refund,high
I'd lkie to edit my personal details. Thanks in advance.,ACCOUNT,edit_account,low
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
"Good morning, I want to get a refund for my purchase",REFUND,get_refund,high
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can you check on the status of my refund?,REFUND,track_refund,high
Do you offer epxress delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
Quick question - I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hello, I need a human agent right now",CONTACT,contact_human_agent,low
"Hey there, I forgot my password and can't in",ACCOUNT,recover_password,high
I need my money back for this defective product!,REFUND,get_refund,high
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Good morning, do you offer money-back guaarntees?",REFUND,check_refund_policy,high
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
i watn to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"this is unacceptable, i want to file a formal complaint! many thanks.",FEEDBACK,complaint,high
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
do you take appel pay or only credit cards? many thanks.,PAYMENT,check_payment_methods,medium
"I'd like to register, what's the process? I'd appreciate a quick reply.",ACCOUNT,create_account,low
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
"Good morning, I keep getting 'username already tkaen' but I'm new",ACCOUNT,registration_problems,low
I have a question: can you help me modify my account settings?,ACCOUNT,edit_account,low
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account,low
where is my order? It hasn't arrived yet,ORDER,track_order,medium
please cancel order #1234 before it ships.,CANCEL,cancel_order,high
"Hi team, my payment was declined but my card is fine",PAYMENT,payment_issue,high
"Good morning, I want to switch to a different account",ACCOUNT,switch_account,low
how do i contact your support team?,CONTACT,contact_customer_service,low
Could you help - I need to look up an old ivnoice,INVOICE,check_invoice,medium
"good morning, i want to get a refund for my purchase",REFUND,get_refund,high
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
how do i close my account? i no longer watn to use the service.,ACCOUNT,delete_account,high
"Hi team, I'm extremeyl unhappy with the service",FEEDBACK,complaint,high
"hello, my paymnet was declined but my card is fien",PAYMENT,payment_issue,high
I'd like to receive your weekly Thanks in advance.,NEWSLETTER,newsletter_subscription,low
Can you help me open a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account,low
"Good morning, adding a new address before my next",SHIPPING_ADDRESS,set_up_shipping_address,medium
could you help - i want to get a refund for my purchase,REFUND,get_refund,high
Can I add another item to odrer #4422? This is urgent.,ORDER,change_order,medium
it's been 10 days and no refund yet.,REFUND,track_refund,high
how many days do i have to return an item? please assist.,REFUND,check_refund_policy,high
How can I change my account information?,ACCOUNT,edit_account,low
I have a question: the password reset email never arrived,ACCOUNT,recover_password,high
Can you tell me the status of order #9001?,ORDER,track_order,medium
"hi, i need to use a different user profile",ACCOUNT,switch_account,low
"This is unacceptable, I want to file a formal complaint! Cheers.",FEEDBACK,complaint,high
"Excuse me, what are my delivery options for this order?",DELIVERY,delivery_options,medium
i have a question: how can i sign up for an account?,ACCOUNT,create_account,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Tracking number says delivered but I never got it.,ORDER,track_order,medium
I need an invocie for accounting. Thanks in advance.,INVOICE,get_invoice,medium
i need an invoiec for accounting. thanks!,INVOICE,get_invoice,medium
can you show me invoice number 8842?,INVOICE,check_invoice,medium
Quick question - I want to delete my account permanently,ACCOUNT,delete_account,high
I have a question: how can I leave a review for the product I bought?,FEEDBACK,review,low
"hi, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
I need an invoice for accounting. Thanks in advance.,INVOICE,get_invoice,medium
I hvae a question: the password reset email never arrived,ACCOUNT,recover_password,high
"Excuse me, I need to modify my existing order",ORDER,change_order,medium
can i have two accounts and switch between them? plesae assist.,ACCOUNT,switch_account,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
"Hi, I'm trynig to find a copy of my invoice",INVOICE,check_invoice,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
could you help - where is my order? it hasn't arrived yet,ORDER,track_order,medium
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"good morning, i want to write a review of my experience",FEEDBACK,review,low
When can I expect my package? Looking forward to hearing back.,DELIVERY,delivery_period,medium
"hi team, how do i track my shipment?",ORDER,track_order,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hello, I want to switch to a different account",ACCOUNT,switch_account,low
"I need to reset my password, plaese help. Cheers.",ACCOUNT,recover_password,high
I have a question: how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
Can you rerouet my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
When can I expect my package?,DELIVERY,delivery_period,medium
where can i my past invoices?,INVOICE,check_invoice,medium
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
i have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"Excuse me, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
Could you help - I wnat to write a review of my experience,FEEDBACK,review,low
Could you help - I need to look up an old inovice,INVOICE,check_invoice,medium
"Could you help - I want to speak with a agent, not a bot",CONTACT,contact_human_agent,low
I'd liek to edit my personal details.,ACCOUNT,edit_account,low
"hi, what are my delivery options for this order?",DELIVERY,delivery_options,medium
Can I have two accounts and switch between them?,ACCOUNT,switch_account,low
"i need to reset my password, please help. this is urgent.",ACCOUNT,recover_password,high
"Hey there, I'm havign trouble paying, the page errros out",PAYMENT,payment_issue,high
"excues me, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
Could you help - I need to look up an old invoice,INVOICE,check_invoice,medium
Tracking number says delviered but I never it. Many thanks.,ORDER,track_order,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"Quick question - I'm having troubel paying, the page errors out",PAYMENT,payment_issue,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
where do i post a product review? this is urgent.,FEEDBACK,review,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
could you help - what are my delivery options for this order?,DELIVERY,delivery_options,medium
"Hi team, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
"hi team, how can i leave a review for the product i bought?",FEEDBACK,review,low
Can I pay with PayPal? Is bank tranfser option?,PAYMENT,check_payment_methods,medium
"Hello, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Excuse me, I'm trying to find a cpoy of my invoice",INVOICE,check_invoice,medium
the signup form keeps rejceting my email. thanks!,ACCOUNT,registration_problems,low
It's 10 days and no refund yet. Thanks!,REFUND,track_refund,high
i need an invoice for accounting. i'd appreciate a quick reply.,INVOICE,get_invoice,medium
"Hi tema, I want to deltee my account permanently",ACCOUNT,delete_account,high
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
need my money back for thsi defective product!,REFUND,get_refund,high
please cancel order #1234 before it ships.,CANCEL,cancel_order,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Where can I view my past invoices?,INVOICE,check_invoice,medium
"Good morning, I want to get a refund for my purchase",REFUND,get_refund,high
I have a question: whree is my order? It hasn't arrived yet,ORDER,track_order,medium
quick question - what shipipng methods are available?,DELIVERY,delivery_options,medium
"Hi team, I want to update the quantity in my order",ORDER,change_order,medium
"Hi, where is my order? It hasn't arrived yet",ORDER,track_order,medium
Can you emial me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
I need to talk to someone about my orde.r Thanks in advance.,CONTACT,contact_customer_service,low
"Hello, how do I track my shipment?",ORDER,track_order,medium
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
Where can I view my psat invoices?,INVOICE,check_invoice,medium
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"This is unacceptable, I want to file a formal Please assist.",FEEDBACK,complaint,high
I have a question: I'd like to a new order,ORDER,place_order,medium
Please cancel order #1234 before it ships. Please assist.,CANCEL,cancel_order,high
i have a question: is there a support email i can use?,CONTACT,contact_customer_service,low
"hello, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Can I have two accounts and switch between them?,ACCOUNT,switch_account,low
Quick question - what shipping methods are,DELIVERY,delivery_options,medium
Why can't I create my account? It says invalid ipnut.,ACCOUNT,registration_problems,low
I have a question: which payment methods do you accept?,PAYMENT,check_payment_methods,medium
"Hi, when will my refund be processed?",REFUND,track_refund,high
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
"excuse me, can you help me modify my accuont setting?s",ACCOUNT,edit_account,low
quick question - which payment methods do you accept?,PAYMENT,check_payment_methods,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
"help, the paymetn failed but money was deducted!",PAYMENT,payment_issue,high
"hi taem, is theer a support email i can use?",CONTACT,contact_customer_service,low
Quick qusetion - I'd like to place a new odrer,ORDER,place_order,medium
Can I choose same-day shipping? This is urgent.,DELIVERY,delivery_options,medium
"Hi, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"This is unacceptable, I want to file a formal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint,high
Can I choose same-day shipping? Thanks!,DELIVERY,delivery_options,medium
"Hey there, estimated delivrey for standard shipping?",DELIVERY,delivery_period,medium
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue,high
"I need to reset my password, please help. Thank!s",ACCOUNT,recover_password,high
I'd like to edit my personal details.,ACCOUNT,edit_account,low
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
I was charged twice for the same order! Please assist.,PAYMENT,payment_issue,high
"Good morning, I'm haivng trouble paying, the page errors out",PAYMENT,payment_issue,high
"I'm having paying, the page errors out",PAYMENT,payment_issue,high
your support has been awful and i'm furious about it,FEEDBACK,complaint,high
"Hi, what is your refund policy?",REFUND,check_refund_policy,high
Do you take Apple Pay or only credit cards? Thanks!,PAYMENT,check_payment_methods,medium
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
Could you help - I want to switch to a different account,ACCOUNT,switch_account,low
I want to get a refund for my purchase,REFUND,get_refund,high
"Hey there, how do I request a refund?",REFUND,get_refund,high
"Hey there, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Good morning, I want to update the quantity in my order",ORDER,change_order,medium
"Hello, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
Quick question - how do I contact your support team?,CONTACT,contact_customer_service,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
"Good morning, I need to update the email on my profile",ACCOUNT,edit_account,low
how do I contact your support team?,CONTACT,contact_customer_service,low
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
can you email me a pdf invoice for order,INVOICE,get_invoice,medium
"hello, i need to use a different user profile",ACCOUNT,switch_account,low
How do I log into a secondray accuont?,ACCOUNT,switch_account,low
Coudl you help - can you help me modify my acconut settings?,ACCOUNT,edit_account,low
"Quick questoin - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
Could you help - I want to to a different account,ACCOUNT,switch_account,low
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, what is your refund policy?",REFUND,check_refund_policy,high
i have a qeustion: i want to switch to a different account,ACCOUNT,switch_account,low
"hello, how do i add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Excuse me, sign me up promotional emails",NEWSLETTER,newsletter_subscription,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
i have a question: i want to switch to a different accuont,ACCOUNT,switch_account,low
where do i post a product review? i'd appreciate a quick reply.,FEEDBACK,review,low
How many days do I have to return an item? Looking forward to hearing back.,REFUND,check_refund_policy,high
what is refund policy?,REFUND,check_refund_policy,high
can you show me invoice number 8842?,INVOICE,check_invoice,medium
I'd like to receive your weekly emails. This is urgent.,NEWSLETTER,newsletter_subscription,low
"i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
How do I close account? I no longer want to use the service.,ACCOUNT,delete_account,high
"Good morning, I forgto my password and can't log in",ACCOUNT,recover_password,high
Please change the szie on my recent order before it ships,ORDER,change_order,medium
Quick question - I need to update the email on my profile,ACCOUNT,edit_account,low
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
I'd like to edit my personal details.,ACCOUNT,edit_account,low
"Hey there, I want to write a review of my experience",FEEDBACK,review,low
I need to talk to someone about my order. Thanks!,CONTACT,contact_customer_service,low
Quick question - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"hey there, which methods do you accept?",PAYMENT,check_payment_methods,medium
quick question - i'd lkie to place a new order,ORDER,place_order,medium
Please connect me to a real person. Lokoing forward to hearing back.,CONTACT,contact_human_agent,low
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, I need a human agent right now",CONTACT,contact_human_agent,low
"hey there, i need to use a different user profile",ACCOUNT,switch_account,low
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"Hello, I need to use a different user profile",ACCOUNT,switch_account,low
Do you take Apple Pay or only credit crads? I'd appreciate a quick reply.,PAYMENT,check_payment_methods,medium
"Locked out of my account, password rceovery isn't working!",ACCOUNT,recover_password,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
please connect me to a real person. thanks in advance.,CONTACT,contact_human_agent,low
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
When can I expect my package?,DELIVERY,delivery_period,medium
"this is unacceptable, i want to file a formal complaint!",FEEDBACK,complaint,high
"Hello, is theer a support email I can use?",CONTACT,contact_customer_service,low
tracking number says delivered but i never got it.,ORDER,track_order,medium
I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
quick question - i want to get a refund for my purchase,REFUND,get_refund,high
When can I expect my package? Thanks in,DELIVERY,delivery_period,medium
"Hello, how do I request a refudn?",REFUND,get_refund,high
I need my account deleted right away,ACCOUNT,delete_account,high
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
"Hey ther,e I'm getting an error when trying to register",ACCOUNT,registration_problems,low
"Hello, what are my delivery options for this order?",DELIVERY,delivery_options,medium
can a liev representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hey there, how do I request a refund?",REFUND,get_refund,high
"Hi team, I forgot my paswsord and can't log in",ACCOUNT,recover_password,high
"need to reset my password, please help.",ACCOUNT,recover_password,high
Can you help me open a customer account? This is urgent.,ACCOUNT,create_account,low
"Hi team, where is my order? It hasn't arrived yet",ORDER,track_order,medium
"Hey there, I need to use a different user profile",ACCOUNT,switch_account,low
Tracking number says delivered but I never got it. Cheers.,ORDER,track_order,medium
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account,low
I need an invoice for accounting. Tihs is urgent.,INVOICE,get_invoice,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"good morning, i need to cancel my order immediately",CANCEL,cancel_order,high
"Hello, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
quick question - i need to look up an old invoice,INVOICE,check_invoice,medium
"this is unacceptable, i want to file a formal complaint! thanks!",FEEDBACK,complaint,high
Can I choose same-day shipping?,DELIVERY,delivery_options,medium
"Hey there, I want to update the quantity in my order",ORDER,change_order,medium
I need my money back for defective product!,REFUND,get_refund,high
Please connect me to a real person. Many thanks.,CONTACT,contact_human_agent,low
"worng address on my order, please update it! pleaes assist.",SHIPPING_ADDRESS,change_shipping_address,medium
I have a question: how can I leave a rveiew for the product I bought?,FEEDBACK,review,low
I'd like to edit my personal details. Thanks in advance.,ACCOUNT,edit_account,low
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
I'd like to edit my personal Please assist.,ACCOUNT,edit_account,low
"Hey there, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
where do i pots a product review? cheers.,FEEDBACK,review,low
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
How do I close my account? I no longer want to use the sevrice.,ACCOUNT,delete_account,high
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
can a live representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"hey there, i need to look up an old invoice",INVOICE,check_invoice,medium
"This is unacceptable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint,high
"Excuse me, is there a support email I can use?",CONTACT,contact_customer_service,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Good morning, when will my refund be processed?",REFUND,track_refund,high
Can I set up multiple addresses on my profile? Cheers.,SHIPPING_ADDRESS,set_up_shipping_address,medium
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
Please change the size on my recent oredr it ships,ORDER,change_order,medium
"hey there, which payment methosd do you accept?",PAYMENT,check_payment_methods,medium
tarcking number says delivered but i never got it. please assist.,ORDER,track_order,medium
Could you help - I need to look up an old invoice,INVOICE,check_invoice,medium
"excuse me, how do i track my shipment?",ORDER,track_order,medium
"good morning, i want to create a new account on your platform",ACCOUNT,create_account,low
Can I pay with PayPal? Is bank trnasfer an option?,PAYMENT,check_payment_methods,medium
"Excuse me, I'm stlil waiting for my refund, where is it?",REFUND,track_refund,high
Can I choose same-day shipping? This is urgent.,DELIVERY,delivery_options,medium
"Excuse me, I need to use a differnet user profile",ACCOUNT,switch_account,low
What is your csutomer service phone nmuber?,CONTACT,contact_customer_service,low
quick question - i need to cancel my order immediately,CANCEL,cancel_order,high
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
how do I contact your support team?,CONTACT,contact_customer_service,low
quick question - i need to chagne the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
Your support has been awful and I'm furious it,FEEDBACK,complaint,high
can you help me modify my account settings?,ACCOUNT,edit_account,low
why can't i create my account? it syas invalid input.,ACCOUNT,registration_problems,low
I have a question: please sned me the invoice for my recent order,INVOICE,get_invoice,medium
"Hi team, I need to look up an old invoice",INVOICE,check_invoice,medium
could you help - i forgot my password and can't log in,ACCOUNT,recover_password,high
"Quick - I want to speak with a hmuan agent, not a bot",CONTACT,contact_human_agent,low
"i need to reset my passwor,d pelase help. cheers.",ACCOUNT,recover_password,high
Can help me open a customer account? This is urgent.,ACCOUNT,create_account,low
"Hello, I need to look up an old invoice",INVOICE,check_invoice,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"This is unacceptable, I watn to file a formal complaint! Thanks in advance.",FEEDBACK,complaint,high
"Hi, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"Hi, I'd like to an invoice",INVOICE,get_invoice,medium
"good morning, how do i contact your support team?",CONTACT,contact_customer_service,low
"Hey there, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"hi, i need to change the address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
What is your customer service phone number?,CONTACT,contact_customer_service,low
I was charged twice for the same order!,PAYMENT,payment_issue,high
I was charged twice for the same order! Thanks!,PAYMENT,payment_issue,high
"Please refund order #3300, the item arrived broken.",REFUND,get_refund,high
How many days do I haev to return an item? Plesae assist.,REFUND,check_refund_policy,high
It's been 10 days and no refund yet. Thnaks!,REFUND,track_refund,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
i have a question: i need to modify my existing order,ORDER,change_order,medium
quick question - the password reset email never arrived,ACCOUNT,recover_password,high
"Hi, where is my order? It hsan't arrived yet",ORDER,track_order,medium
Quick question - I forgot my password and can't log in,ACCOUNT,recover_password,high
"Good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
"I'm to buy, what's next?",ORDER,place_order,medium
Please conenct me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
"Excuse me, I'm still waiting my refund, where is it?",REFUND,track_refund,high
can you check on the status of my refun?d,REFUND,track_refund,high
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hi, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"good morning, i want to delete my account permanently",ACCOUNT,delete_account,high
Do you tkae Apple Pay or only credit cards? Please assist.,PAYMENT,check_payment_methods,medium
can you show me invoice number 8842?,INVOICE,check_invoice,medium
Can I add another item to ordre #4422? I'd aprpeciate a quick reply.,ORDER,change_order,medium
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"hi team, how can i sign up for an account?",ACCOUNT,create_account,low
could you help - keep getting 'username already taken' but i'm new,ACCOUNT,registration_problems,low
what are my delivery options for this order?,DELIVERY,delivery_options,medium
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
I'd like to receive your weekly emails. Plesae assist.,NEWSLETTER,newsletter_subscription,low
"Hi, can you help me complete my purchase?",ORDER,place_order,medium
"Hey there, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
I have a question: what are my delivery options for this order?,DELIVERY,delivery_options,medium
Could you help - I need to cancel my order immediately,CANCEL,cancel_order,high
"Hey there, how do I add a new shipping adrdess to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
I'd like to receive your weekly emials. I'd appreciate a quick reply.,NEWSLETTER,newsletter_subscription,low
"Hello, the password reset never arrived",ACCOUNT,recover_password,high
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
Quick question - what is your refund policy?,REFUND,check_refund_policy,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
i need an invoice for accounting. this is urgent.,INVOICE,get_invoice,medium
"hi team, do you offer money-back guarantees?",REFUND,check_refund_policy,high
i'd like to place a new order,ORDER,place_order,medium
Can I add another item to ordre #4422? Cheers.,ORDER,change_order,medium
Quick question - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"i need to reset my password, please help. cheers.",ACCOUNT,recover_password,high
Could you help - I'm extremely unhappy with the service,FEEDBACK,complaint,high
Where do I post a product reviwe? Looking forward to hearing back.,FEEDBACK,review,low
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
"hello, my payment was declined but my card is fien",PAYMENT,payment_issue,high
I have a question: what shipping methods are available?,DELIVERY,delivery_options,medium
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi, I need to update the email on my profile",ACCOUNT,edit_account,low
"Good morning, how do I request a refund?",REFUND,get_refund,high
how do i log into a secondary account?,ACCOUNT,switch_account,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
Can I add another item to order #4422?,ORDER,change_order,medium
"good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
"Excuse me, what are my payment opitons at checkout?",PAYMENT,check_payment_methods,medium
"good morning, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"Good morning, my payment was declined but my cadr is fine",PAYMENT,payment_issue,high
"hello, my payment was declined but my card is fine",PAYMENT,payment_issue,high
Quick question - I need to look up an old invoice,INVOICE,check_invoice,medium
Can you email me PDF invoice for order #5500?,INVOICE,get_invoice,medium
what is your customer service phone number?,CONTACT,contact_customer_service,low
"i'd like to register, what's the process? looking forward to hearing back.",ACCOUNT,create_account,low
i was charged twice for the same order! cheers.,PAYMENT,payment_issue,high
"Excuse me, how do I request a refund?",REFUND,get_refund,high
"Hi, I'd like to download an invoice",INVOICE,get_invoice,medium
"Good morning, I want to delete my account permanently",ACCOUNT,delete_account,high
how do i order this porduct? many thanks.,ORDER,place_order,medium
"Hey ther,e I want to update the quantity in my order",ORDER,change_order,medium
Please connect me to a real person. Looking forward to hearing back.,CONTACT,contact_human_agent,low
quick question - i want to create a new accoutn on your platform,ACCOUNT,create_account,low
I'd like to edit my personal detalis. Thanks in advance.,ACCOUNT,edit_account,low
"Hi, how do I contact your support team?",CONTACT,contact_customer_service,low
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account,low
When can I expect my package? Looking forward to hearing back.,DELIVERY,delivery_period,medium
I need my money back for this defective product!,REFUND,get_refund,high
Could you help - how do I your support team?,CONTACT,contact_customer_service,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
"Hi, I need to cancel my order immediately",CANCEL,cancel_order,high
what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
i'd like to edit my personal details. thanks!,ACCOUNT,edit_account,low
Please chagne the size on my recetn order before it ships,ORDER,change_order,medium
Could you help - what is your refund,REFUND,check_refund_policy,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"Hello, what shipping methods are available?",DELIVERY,delivery_options,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Hey there, my payment was declined but my card is fine",PAYMENT,payment_issue,high
"Good morning, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue,high
"Hey there, me up for promotional emails",NEWSLETTER,newsletter_subscription,low
"Hey there, can you help me complete my purchase?",ORDER,place_order,medium
"Hi tea,m how long will my take to arrive?",DELIVERY,delivery_period,medium
I have a question: adding new address beofre my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Can I add another item to order #4422? Thank!s,ORDER,change_order,medium
how many days do i have to return an itme?,REFUND,check_refund_policy,high
I'd like to my personal details. This is urgent.,ACCOUNT,edit_account,low
