instruction,category,intent
Can you check on the status of my refund?,REFUND,track_refund
Do you offer epxress delivery? I'm in a hurry.,DELIVERY,delivery_options
Quick question - I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
"Hello, I need a human agent right now",CONTACT,contact_human_agent
"Hey there, I forgot my password and can't in",ACCOUNT,recover_password
I need my money back for this defective product!,REFUND,get_refund
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
"Good morning, do you offer money-back guaarntees?",REFUND,check_refund_policy
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint
i watn to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"this is unacceptable, i want to file a formal complaint! many thanks.",FEEDBACK,complaint
Could you help - I'd like to download an invoice,INVOICE,get_invoice
do you take appel pay or only credit cards? many thanks.,PAYMENT,check_payment_methods
"I'd like to register, what's the process? I'd appreciate a quick reply.",ACCOUNT,create_account
"Hi team, I want to switch to a different account",ACCOUNT,switch_account
Your support has been awful and I'm furious about it,FEEDBACK,complaint
"Good morning, I keep getting 'username already tkaen' but I'm new",ACCOUNT,registration_problems
I have a question: can you help me modify my account settings?,ACCOUNT,edit_account
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account
where is my order? It hasn't arrived yet,ORDER,track_order
please cancel order #1234 before it ships.,CANCEL,cancel_order
"Hi team, my payment was declined but my card is fine",PAYMENT,payment_issue
"Good morning, I want to switch to a different account",ACCOUNT,switch_account
how do i contact your support team?,CONTACT,contact_customer_service
Could you help - I need to look up an old ivnoice,INVOICE,check_invoice
"good morning, i want to get a refund for my purchase",REFUND,get_refund
Your support has been awful and I'm furious about it,FEEDBACK,complaint
how do i close my account? i no longer watn to use the service.,ACCOUNT,delete_account
"Hi team, I'm extremeyl unhappy with the service",FEEDBACK,complaint
"hello, my paymnet was declined but my card is fien",PAYMENT,payment_issue
I'd like to receive your weekly Thanks in advance.,NEWSLETTER,newsletter_subscription
Can you help me open a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account
"Good morning, adding a new address before my next",SHIPPING_ADDRESS,set_up_shipping_address
could you help - i want to get a refund for my purchase,REFUND,get_refund
Can I add another item to odrer #4422? This is urgent.,ORDER,change_order
it's been 10 days and no refund yet.,REFUND,track_refund
how many days do i have to return an item? please assist.,REFUND,check_refund_policy
How can I change my account information?,ACCOUNT,edit_account
I have a question: the password reset email never arrived,ACCOUNT,recover_password
Can you tell me the status of order #9001?,ORDER,track_order
"hi, i need to use a different user profile",ACCOUNT,switch_account
"This is unacceptable, I want to file a formal complaint! Cheers.",FEEDBACK,complaint
"Excuse me, what are my delivery options for this order?",DELIVERY,delivery_options
i have a question: how can i sign up for an account?,ACCOUNT,create_account
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
"help, the payment failed but money was deducted!",PAYMENT,payment_issue
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period
Tracking number says delivered but I never got it.,ORDER,track_order
I need an invocie for accounting. Thanks in advance.,INVOICE,get_invoice
i need an invoiec for accounting. thanks!,INVOICE,get_invoice
can you show me invoice number 8842?,INVOICE,check_invoice
Quick question - I want to delete my account permanently,ACCOUNT,delete_account
I have a question: how can I leave a review for the product I bought?,FEEDBACK,review
"hi, what are my payment options at checkout?",PAYMENT,check_payment_methods
Your support has been awful and I'm furious about it,FEEDBACK,complaint
I need an invoice for accounting. Thanks in advance.,INVOICE,get_invoice
I hvae a question: the password reset email never arrived,ACCOUNT,recover_password
"Excuse me, I need to modify my existing order",ORDER,change_order
can i have two accounts and switch between them? plesae assist.,ACCOUNT,switch_account
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
"Hi, I'm trynig to find a copy of my invoice",INVOICE,check_invoice
How do I log into a secondary account?,ACCOUNT,switch_account
could you help - where is my order? it hasn't arrived yet,ORDER,track_order
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint
"good morning, i want to write a review of my experience",FEEDBACK,review
When can I expect my package? Looking forward to hearing back.,DELIVERY,delivery_period
"hi team, how do i track my shipment?",ORDER,track_order
How do I log into a secondary account?,ACCOUNT,switch_account
"Hello, I want to switch to a different account",ACCOUNT,switch_account
"I need to reset my password, plaese help. Cheers.",ACCOUNT,recover_password
I have a question: how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription
Can you rerouet my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
When can I expect my package?,DELIVERY,delivery_period
where can i my past invoices?,INVOICE,check_invoice
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
Could you help - can you help me complete my purchase?,ORDER,place_order
i have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods
"Excuse me, sign me up for promotional emails",NEWSLETTER,newsletter_subscription
Could you help - I wnat to write a review of my experience,FEEDBACK,review
Could you help - I need to look up an old inovice,INVOICE,check_invoice
"Could you help - I want to speak with a agent, not a bot",CONTACT,contact_human_agent
I'd liek to edit my personal details.,ACCOUNT,edit_account
"hi, what are my delivery options for this order?",DELIVERY,delivery_options
Can I have two accounts and switch between them?,ACCOUNT,switch_account
"i need to reset my password, please help. this is urgent.",ACCOUNT,recover_password
"Hey there, I'm havign trouble paying, the page errros out",PAYMENT,payment_issue
"excues me, estimated delivery for standard shipping?",DELIVERY,delivery_period
Could you help - I need to look up an old invoice,INVOICE,check_invoice
Tracking number says delviered but I never it. Many thanks.,ORDER,track_order
Can you check on the status of my refund?,REFUND,track_refund
"Quick question - I'm having troubel paying, the page errors out",PAYMENT,payment_issue
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
where do i post a product review? this is urgent.,FEEDBACK,review
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
could you help - what are my delivery options for this order?,DELIVERY,delivery_options
"Hi team, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address
"hi team, how can i leave a review for the product i bought?",FEEDBACK,review
Can I pay with PayPal? Is bank tranfser option?,PAYMENT,check_payment_methods
"Hello, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
"Excuse me, I'm trying to find a cpoy of my invoice",INVOICE,check_invoice
the signup form keeps rejceting my email. thanks!,ACCOUNT,registration_problems
It's 10 days and no refund yet. Thanks!,REFUND,track_refund
i need an invoice for accounting. i'd appreciate a quick reply.,INVOICE,get_invoice
"Hi tema, I want to deltee my account permanently",ACCOUNT,delete_account
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
need my money back for thsi defective product!,REFUND,get_refund
please cancel order #1234 before it ships.,CANCEL,cancel_order
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
Can you show me invoice number 8842?,INVOICE,check_invoice
Where can I view my past invoices?,INVOICE,check_invoice
"Good morning, I want to get a refund for my purchase",REFUND,get_refund
I have a question: whree is my order? It hasn't arrived yet,ORDER,track_order
quick question - what shipipng methods are available?,DELIVERY,delivery_options
"Hi team, I want to update the quantity in my order",ORDER,change_order
"Hi, where is my order? It hasn't arrived yet",ORDER,track_order
Can you emial me a PDF invoice for order #5500?,INVOICE,get_invoice
I need to talk to someone about my orde.r Thanks in advance.,CONTACT,contact_customer_service
"Hello, how do I track my shipment?",ORDER,track_order
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice
Where can I view my psat invoices?,INVOICE,check_invoice
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
"This is unacceptable, I want to file a formal Please assist.",FEEDBACK,complaint
I have a question: I'd like to a new order,ORDER,place_order
Please cancel order #1234 before it ships. Please assist.,CANCEL,cancel_order
i have a question: is there a support email i can use?,CONTACT,contact_customer_service
"hello, how long will my order take to arrive?",DELIVERY,delivery_period
Can I have two accounts and switch between them?,ACCOUNT,switch_account
Quick question - what shipping methods are,DELIVERY,delivery_options
Why can't I create my account? It says invalid ipnut.,ACCOUNT,registration_problems
I have a question: which payment methods do you accept?,PAYMENT,check_payment_methods
"Hi, when will my refund be processed?",REFUND,track_refund
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account
"excuse me, can you help me modify my accuont setting?s",ACCOUNT,edit_account
quick question - which payment methods do you accept?,PAYMENT,check_payment_methods
How do I log into a secondary account?,ACCOUNT,switch_account
"help, the paymetn failed but money was deducted!",PAYMENT,payment_issue
"hi taem, is theer a support email i can use?",CONTACT,contact_customer_service
Quick qusetion - I'd like to place a new odrer,ORDER,place_order
Can I choose same-day shipping? This is urgent.,DELIVERY,delivery_options
"Hi, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"This is unacceptable, I want to file a formal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint
Can I choose same-day shipping? Thanks!,DELIVERY,delivery_options
"Hey there, estimated delivrey for standard shipping?",DELIVERY,delivery_period
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue
"I need to reset my password, please help. Thank!s",ACCOUNT,recover_password
I'd like to edit my personal details.,ACCOUNT,edit_account
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
I was charged twice for the same order! Please assist.,PAYMENT,payment_issue
"Good morning, I'm haivng trouble paying, the page errors out",PAYMENT,payment_issue
"I'm having paying, the page errors out",PAYMENT,payment_issue
your support has been awful and i'm furious about it,FEEDBACK,complaint
"Hi, what is your refund policy?",REFUND,check_refund_policy
Do you take Apple Pay or only credit cards? Thanks!,PAYMENT,check_payment_methods
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
Could you help - I want to switch to a different account,ACCOUNT,switch_account
I want to get a refund for my purchase,REFUND,get_refund
"Hey there, how do I request a refund?",REFUND,get_refund
"Hey there, I'm having trouble paying, the page errors out",PAYMENT,payment_issue
"Good morning, I want to update the quantity in my order",ORDER,change_order
"Hello, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
Quick question - how do I contact your support team?,CONTACT,contact_customer_service
"I'm ready to buy, what's next?",ORDER,place_order
"Good morning, I need to update the email on my profile",ACCOUNT,edit_account
how do I contact your support team?,CONTACT,contact_customer_service
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice
can you email me a pdf invoice for order,INVOICE,get_invoice
"hello, i need to use a different user profile",ACCOUNT,switch_account
How do I log into a secondray accuont?,ACCOUNT,switch_account
Coudl you help - can you help me modify my acconut settings?,ACCOUNT,edit_account
"Quick questoin - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
"I'm ready to buy, what's next?",ORDER,place_order
Could you help - I want to to a different account,ACCOUNT,switch_account
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
"Hi, what is your refund policy?",REFUND,check_refund_policy
i have a qeustion: i want to switch to a different account,ACCOUNT,switch_account
"hello, how do i add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
"Excuse me, sign me up promotional emails",NEWSLETTER,newsletter_subscription
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
i have a question: i want to switch to a different accuont,ACCOUNT,switch_account
where do i post a product review? i'd appreciate a quick reply.,FEEDBACK,review
How many days do I have to return an item? Looking forward to hearing back.,REFUND,check_refund_policy
what is refund policy?,REFUND,check_refund_policy
can you show me invoice number 8842?,INVOICE,check_invoice
I'd like to receive your weekly emails. This is urgent.,NEWSLETTER,newsletter_subscription
"i'm having trouble paying, the page errors out",PAYMENT,payment_issue
How do I close account? I no longer want to use the service.,ACCOUNT,delete_account
"Good morning, I forgto my password and can't log in",ACCOUNT,recover_password
Please change the szie on my recent order before it ships,ORDER,change_order
Quick question - I need to update the email on my profile,ACCOUNT,edit_account
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
I'd like to edit my personal details.,ACCOUNT,edit_account
"Hey there, I want to write a review of my experience",FEEDBACK,review
I need to talk to someone about my order. Thanks!,CONTACT,contact_customer_service
Quick question - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
"hey there, which methods do you accept?",PAYMENT,check_payment_methods
quick question - i'd lkie to place a new order,ORDER,place_order
Please connect me to a real person. Lokoing forward to hearing back.,CONTACT,contact_human_agent
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
"Hi team, I need a human agent right now",CONTACT,contact_human_agent
"hey there, i need to use a different user profile",ACCOUNT,switch_account
What's the typical delivery time to my country?,DELIVERY,delivery_period
"Hello, I need to use a different user profile",ACCOUNT,switch_account
Do you take Apple Pay or only credit crads? I'd appreciate a quick reply.,PAYMENT,check_payment_methods
"Locked out of my account, password rceovery isn't working!",ACCOUNT,recover_password
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
please connect me to a real person. thanks in advance.,CONTACT,contact_human_agent
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
When can I expect my package?,DELIVERY,delivery_period
"this is unacceptable, i want to file a formal complaint!",FEEDBACK,complaint
"Hello, is theer a support email I can use?",CONTACT,contact_customer_service
tracking number says delivered but i never got it.,ORDER,track_order
I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
quick question - i want to get a refund for my purchase,REFUND,get_refund
When can I expect my package? Thanks in,DELIVERY,delivery_period
"Hello, how do I request a refudn?",REFUND,get_refund
I need my account deleted right away,ACCOUNT,delete_account
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account
"Hey ther,e I'm getting an error when trying to register",ACCOUNT,registration_problems
"Hello, what are my delivery options for this order?",DELIVERY,delivery_options
can a liev representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent
"Hey there, how do I request a refund?",REFUND,get_refund
"Hi team, I forgot my paswsord and can't log in",ACCOUNT,recover_password
"need to reset my password, please help.",ACCOUNT,recover_password
Can you help me open a customer account? This is urgent.,ACCOUNT,create_account
"Hi team, where is my order? It hasn't arrived yet",ORDER,track_order
"Hey there, I need to use a different user profile",ACCOUNT,switch_account
Tracking number says delivered but I never got it. Cheers.,ORDER,track_order
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account
I need an invoice for accounting. Tihs is urgent.,INVOICE,get_invoice
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"good morning, i need to cancel my order immediately",CANCEL,cancel_order
"Hello, I'm getting an error when trying to register",ACCOUNT,registration_problems
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order
quick question - i need to look up an old invoice,INVOICE,check_invoice
"this is unacceptable, i want to file a formal complaint! thanks!",FEEDBACK,complaint
Can I choose same-day shipping?,DELIVERY,delivery_options
"Hey there, I want to update the quantity in my order",ORDER,change_order
I need my money back for defective product!,REFUND,get_refund
Please connect me to a real person. Many thanks.,CONTACT,contact_human_agent
"worng address on my order, please update it! pleaes assist.",SHIPPING_ADDRESS,change_shipping_address
I have a question: how can I leave a rveiew for the product I bought?,FEEDBACK,review
I'd like to edit my personal details. Thanks in advance.,ACCOUNT,edit_account
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
I'd like to edit my personal Please assist.,ACCOUNT,edit_account
"Hey there, I'm getting an error when trying to register",ACCOUNT,registration_problems
where do i pots a product review? cheers.,FEEDBACK,review
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy
How do I close my account? I no longer want to use the sevrice.,ACCOUNT,delete_account
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
can a live representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order
"hey there, i need to look up an old invoice",INVOICE,check_invoice
"This is unacceptable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint
"Excuse me, is there a support email I can use?",CONTACT,contact_customer_service
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
"Good morning, when will my refund be processed?",REFUND,track_refund
Can I set up multiple addresses on my profile? Cheers.,SHIPPING_ADDRESS,set_up_shipping_address
Could you help - I'd like to download an invoice,INVOICE,get_invoice
Please change the size on my recent oredr it ships,ORDER,change_order
"hey there, which payment methosd do you accept?",PAYMENT,check_payment_methods
tarcking number says delivered but i never got it. please assist.,ORDER,track_order
Could you help - I need to look up an old invoice,INVOICE,check_invoice
"excuse me, how do i track my shipment?",ORDER,track_order
"good morning, i want to create a new account on your platform",ACCOUNT,create_account
Can I pay with PayPal? Is bank trnasfer an option?,PAYMENT,check_payment_methods
"Excuse me, I'm stlil waiting for my refund, where is it?",REFUND,track_refund
Can I choose same-day shipping? This is urgent.,DELIVERY,delivery_options
"Excuse me, I need to use a differnet user profile",ACCOUNT,switch_account
What is your csutomer service phone nmuber?,CONTACT,contact_customer_service
quick question - i need to cancel my order immediately,CANCEL,cancel_order
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
how do I contact your support team?,CONTACT,contact_customer_service
quick question - i need to chagne the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
Your support has been awful and I'm furious it,FEEDBACK,complaint
can you help me modify my account settings?,ACCOUNT,edit_account
why can't i create my account? it syas invalid input.,ACCOUNT,registration_problems
I have a question: please sned me the invoice for my recent order,INVOICE,get_invoice
"Hi team, I need to look up an old invoice",INVOICE,check_invoice
could you help - i forgot my password and can't log in,ACCOUNT,recover_password
"Quick - I want to speak with a hmuan agent, not a bot",CONTACT,contact_human_agent
"i need to reset my passwor,d pelase help. cheers.",ACCOUNT,recover_password
Can help me open a customer account? This is urgent.,ACCOUNT,create_account
"Hello, I need to look up an old invoice",INVOICE,check_invoice
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"This is unacceptable, I watn to file a formal complaint! Thanks in advance.",FEEDBACK,complaint
"Hi, do you offer money-back guarantees?",REFUND,check_refund_policy
"Hi, I'd like to an invoice",INVOICE,get_invoice
"good morning, how do i contact your support team?",CONTACT,contact_customer_service
"Hey there, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
"hi, i need to change the address on my order",SHIPPING_ADDRESS,change_shipping_address
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
What is your customer service phone number?,CONTACT,contact_customer_service
I was charged twice for the same order!,PAYMENT,payment_issue
I was charged twice for the same order! Thanks!,PAYMENT,payment_issue
"Please refund order #3300, the item arrived broken.",REFUND,get_refund
How many days do I haev to return an item? Plesae assist.,REFUND,check_refund_policy
It's been 10 days and no refund yet. Thnaks!,REFUND,track_refund
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
i have a question: i need to modify my existing order,ORDER,change_order
quick question - the password reset email never arrived,ACCOUNT,recover_password
"Hi, where is my order? It hsan't arrived yet",ORDER,track_order
Quick question - I forgot my password and can't log in,ACCOUNT,recover_password
"Good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund
"I'm to buy, what's next?",ORDER,place_order
Please conenct me to a real person. Thanks in advance.,CONTACT,contact_human_agent
"Excuse me, I'm still waiting my refund, where is it?",REFUND,track_refund
can you check on the status of my refun?d,REFUND,track_refund
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods
"Hi, I'm still waiting for my refund, where is it?",REFUND,track_refund
"good morning, i want to delete my account permanently",ACCOUNT,delete_account
Do you tkae Apple Pay or only credit cards? Please assist.,PAYMENT,check_payment_methods
can you show me invoice number 8842?,INVOICE,check_invoice
Can I add another item to ordre #4422? I'd aprpeciate a quick reply.,ORDER,change_order
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
"hi team, how can i sign up for an account?",ACCOUNT,create_account
could you help - keep getting 'username already taken' but i'm new,ACCOUNT,registration_problems
what are my delivery options for this order?,DELIVERY,delivery_options
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
I'd like to receive your weekly emails. Plesae assist.,NEWSLETTER,newsletter_subscription
"Hi, can you help me complete my purchase?",ORDER,place_order
"Hey there, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription
I have a question: what are my delivery options for this order?,DELIVERY,delivery_options
Could you help - I need to cancel my order immediately,CANCEL,cancel_order
"Hey there, how do I add a new shipping adrdess to my account?",SHIPPING_ADDRESS,set_up_shipping_address
I'd like to receive your weekly emials. I'd appreciate a quick reply.,NEWSLETTER,newsletter_subscription
"Hello, the password reset never arrived",ACCOUNT,recover_password
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
Quick question - what is your refund policy?,REFUND,check_refund_policy
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account
i need an invoice for accounting. this is urgent.,INVOICE,get_invoice
"hi team, do you offer money-back guarantees?",REFUND,check_refund_policy
i'd like to place a new order,ORDER,place_order
Can I add another item to ordre #4422? Cheers.,ORDER,change_order
Quick question - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"i need to reset my password, please help. cheers.",ACCOUNT,recover_password
Could you help - I'm extremely unhappy with the service,FEEDBACK,complaint
Where do I post a product reviwe? Looking forward to hearing back.,FEEDBACK,review
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
"hello, my payment was declined but my card is fien",PAYMENT,payment_issue
I have a question: what shipping methods are available?,DELIVERY,delivery_options
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"Hi, I need to update the email on my profile",ACCOUNT,edit_account
"Good morning, how do I request a refund?",REFUND,get_refund
how do i log into a secondary account?,ACCOUNT,switch_account
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
Can I add another item to order #4422?,ORDER,change_order
"good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period
I'd like to share my feedback on a recent purchase,FEEDBACK,review
"Excuse me, what are my payment opitons at checkout?",PAYMENT,check_payment_methods
"good morning, do you offer money-back guarantees?",REFUND,check_refund_policy
"Good morning, my payment was declined but my cadr is fine",PAYMENT,payment_issue
"hello, my payment was declined but my card is fine",PAYMENT,payment_issue
Quick question - I need to look up an old invoice,INVOICE,check_invoice
Can you email me PDF invoice for order #5500?,INVOICE,get_invoice
what is your customer service phone number?,CONTACT,contact_customer_service
"i'd like to register, what's the process? looking forward to hearing back.",ACCOUNT,create_account
i was charged twice for the same order! cheers.,PAYMENT,payment_issue
"Excuse me, how do I request a refund?",REFUND,get_refund
"Hi, I'd like to download an invoice",INVOICE,get_invoice
"Good morning, I want to delete my account permanently",ACCOUNT,delete_account
how do i order this porduct? many thanks.,ORDER,place_order
"Hey ther,e I want to update the quantity in my order",ORDER,change_order
Please connect me to a real person. Looking forward to hearing back.,CONTACT,contact_human_agent
quick question - i want to create a new accoutn on your platform,ACCOUNT,create_account
I'd like to edit my personal detalis. Thanks in advance.,ACCOUNT,edit_account
"Hi, how do I contact your support team?",CONTACT,contact_customer_service
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account
When can I expect my package? Looking forward to hearing back.,DELIVERY,delivery_period
I need my money back for this defective product!,REFUND,get_refund
Could you help - how do I your support team?,CONTACT,contact_customer_service
"I'm ready to buy, what's next?",ORDER,place_order
"Hi, I need to cancel my order immediately",CANCEL,cancel_order
what are my payment options at checkout?,PAYMENT,check_payment_methods
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
i'd like to edit my personal details. thanks!,ACCOUNT,edit_account
Please chagne the size on my recetn order before it ships,ORDER,change_order
Could you help - what is your refund,REFUND,check_refund_policy
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
"Hello, what shipping methods are available?",DELIVERY,delivery_options
What is your customer service phone number?,CONTACT,contact_customer_service
"Hey there, my payment was declined but my card is fine",PAYMENT,payment_issue
"Good morning, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue
"Hey there, me up for promotional emails",NEWSLETTER,newsletter_subscription
"Hey there, can you help me complete my purchase?",ORDER,place_order
"Hi tea,m how long will my take to arrive?",DELIVERY,delivery_period
I have a question: adding new address beofre my next order,SHIPPING_ADDRESS,set_up_shipping_address
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice
what's the typical delivery time to my country?,DELIVERY,delivery_period
Can I add another item to order #4422? Thank!s,ORDER,change_order
how many days do i have to return an itme?,REFUND,check_refund_policy
I'd like to my personal details. This is urgent.,ACCOUNT,edit_account
where do i post a product review? many thanks.,FEEDBACK,review
"hlelo, how do i add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
please connect me to a real person. looking forward to hearing back.,CONTACT,contact_human_agent
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order
how do i log into a secondary account?,ACCOUNT,switch_account
Can I have two acconuts and switch between them? This is urgent.,ACCOUNT,switch_account
Can I pay with PayPal? Is bank transfre an option?,PAYMENT,check_payment_methods
Please connect me to a real preson. Thanks!,CONTACT,contact_human_agent
i want to save a secodn addrses for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"hey there, i nede to modify my existing order",ORDER,change_order
please change the size on my recent order before it ships,ORDER,change_order
How do I log into a secondary acocunt?,ACCOUNT,switch_account
Quick question - I want to lodge a complaint about the recent experience,FEEDBACK,complaint
the signup form keeps rejecting my email.,ACCOUNT,registration_problems
how do i order this product? thanks in advance.,ORDER,place_order
"Excuse me, I wnat to lodge a complaint about the recent experience",FEEDBACK,complaint
"hey there, i need to update the email on my profile",ACCOUNT,edit_account
Can you check on the status of my refund?,REFUND,track_refund
Quick question - I want to deltee my account permanently,ACCOUNT,delete_account
Plesae connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent
I need to talk to someone about my order.,CONTACT,contact_customer_service
Quick question - what are my payment options at cehckout?,PAYMENT,check_payment_methods
"i'm ready to buy, what's next?",ORDER,place_order
"Hi, how do I reqeust a refund?",REFUND,get_refund
"Quick question - I want to speak wiht a human agent, not a bot",CONTACT,contact_human_agent
How do I log into a secondary account?,ACCOUNT,switch_account
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service
Quick quetsion - how I track my shipment?,ORDER,track_order
please remove my acocunt from your system. many thanks.,ACCOUNT,delete_account
"excuse me, i need to modify my existing order",ORDER,change_order
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
"Hell,o what shipping methods are available?",DELIVERY,delivery_options
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
"Hello, I want to get a refund for my purchase",REFUND,get_refund
Please cancel order #1234 before it ships. Thanks in advance.,CANCEL,cancel_order
i want to create a new account on your platform,ACCOUNT,create_account
I need my money bakc for this defective product!,REFUND,get_refund
"This is unacceptable, I wnat to flie a formal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint
"good morning, i'm having trouble paying, the page errosr out",PAYMENT,payment_issue
