instruction,category,intent,urgency
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
quick question - i need a human agent right now,CONTACT,contact_human_agent,low
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account,low
Could you help I'm tyring to find a copy of my invoice,INVOICE,check_invoice,medium
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
"Hi, I'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
"Hello, is three a support email I can use?",CONTACT,contact_customer_service,low
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"wrong address on my order, please update it! looking forward to hearing back.",SHIPPING_ADDRESS,change_shipping_address,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"Hey theer, I need to cancel my order immediately",CANCEL,cancel_order,high
"Hi team, please send me the invoice for my recent order",INVOICE,get_invoice,medium
Could you help - I want to update the quantity in my order,ORDER,change_order,medium
can you check on the status of my refund?,REFUND,track_refund,high
where can i view my past invoices? cheers.,INVOICE,check_invoice,medium
I'd like to receive your weekly emails. This is urgent.,NEWSLETTER,newsletter_subscription,low
Please cancel order #1234 before it ships. I'd appreciate a quick reply.,CANCEL,cancel_order,high
"Excuse me, I need to update the email on my profile",ACCOUNT,edit_account,low
"hi, i'm tyring to find a copy of my invioce",INVOICE,check_invoice,medium
Please remove my account frmo your system. Thanks!,ACCOUNT,delete_account,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"Hello, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
I have a question: I need to look up an old invoice,INVOICE,check_invoice,medium
I need my money back for this defective product!,REFUND,get_refund,high
can i unsubscribe from the please?,NEWSLETTER,newsletter_subscription,low
"Good morning, I want to update the quantity in my order",ORDER,change_order,medium
could you help - i need to update the email on my profile,ACCOUNT,edit_account,low
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
Why can't I create my account? It says inavlid input.,ACCOUNT,registration_problems,low
I need an invoice for accounting. Please assist.,INVOICE,get_invoice,medium
"hi team, i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
i have a question: i keep getting 'username already taken' but i'm new,ACCOUNT,registration_problems,low
How can I chnage my account,ACCOUNT,edit_account,low
Please connect me to a real person.,CONTACT,contact_human_agent,low
Can I set up multiple addresses on my profile? Thanks in advance.,SHIPPING_ADDRESS,set_up_shipping_address,medium
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
could you help - how do i request a rfeund?,REFUND,get_refund,high
"i need to reset my password, please help. cheers.",ACCOUNT,recover_password,high
Can a live rerpesentative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
Quick question - I'd like to place a new odrer,ORDER,place_order,medium
How can I change my account informaiton?,ACCOUNT,edit_account,low
"excuse me, wheer is my order? it hasn't arrived yet",ORDER,track_order,medium
"Excuse me, what are my payment opitons at checkout?",PAYMENT,check_payment_methods,medium
"Hey there, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
can you hlep me open a customer acocunt? this is urgent.,ACCOUNT,create_account,low
"Excuse me, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
can you check on the sttaus of my refund?,REFUND,track_refund,high
"good morning, what are my delivery options for this order?",DELIVERY,delivery_options,medium
Tracking number says delivered but I never got it. This is urgent.,ORDER,track_order,medium
I'd like to edit my personal details. Looking forward to hearing back.,ACCOUNT,edit_account,low
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
Quick qusetion - I'd like to place a new odrer,ORDER,place_order,medium
"Excuse me, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"Quick questoin - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
Can you help me open a customer account? Thanks in advance.,ACCOUNT,create_account,low
is there a support email I use?,CONTACT,contact_customer_service,low
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Hi, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
you help - how long will my order take to arrive?,DELIVERY,delivery_period,medium
"hi team, cancel my order asap, i ordered the wrogn item",CANCEL,cancel_order,high
The signup form keeps rejecting my eamil. Thanks in advance.,ACCOUNT,registration_problems,low
I need an invoice for accounting. This is urgent.,INVOICE,get_invoice,medium
Where do I post a product review? Thanks in advance.,FEEDBACK,review,low
how do i log into a secondary account?,ACCOUNT,switch_account,low
please change the size on my recent order beofre it ships,ORDER,change_order,medium
i'd like to share my feedback on a recent purchase,FEEDBACK,review,low
"Good morning, I want to get a refund for my purchase",REFUND,get_refund,high
What's the typical delievry time to my country?,DELIVERY,delivery_period,medium
"Hi, I want to updaet the quantity in my order",ORDER,change_order,medium
"exucse me, i need my account deleted right away",ACCOUNT,delete_account,high
do you offer money-back guarantees?,REFUND,check_refund_policy,high
"I need to reset my password, please help. I'd appreciate a quick reply.",ACCOUNT,recover_password,high
"Excuse me, I'm still waiting for rfeund, where is it?",REFUND,track_refund,high
It's been 10 days and no refund yet.,REFUND,track_refund,high
Can I set up multiple addresses on my profile? This is urgent.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
I hvae a question: I want to update the quantity in my order,ORDER,change_order,medium
"Hi team, I want to update the quantity in my order",ORDER,change_order,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"hlelo, how do i add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"i'm ready to buy, what's next?",ORDER,place_order,medium
"cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"hi, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Quick question - I'm still waiting for my refund, where is it?",REFUND,track_refund,high
How can I chaneg my account information?,ACCOUNT,edit_account,low
Where do I post a product review? Cheers.,FEEDBACK,review,low
I need an invoice for accounting. Cheers.,INVOICE,get_invoice,medium
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
the signup form keeps rejecting my email.,ACCOUNT,registration_problems,low
i want to create a new account on your platform,ACCOUNT,create_account,low
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
quick question - i need my account deleted right away,ACCOUNT,delete_account,high
"Excuse me, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Excuse me, I'd like to place a new order",ORDER,place_order,medium
Can I have two accuonts and switch between them? I'd appreciate a quick reply.,ACCOUNT,switch_account,low
I need my money back for this defective product!,REFUND,get_refund,high
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"good morning, what shipping methods are available?",DELIVERY,delivery_options,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
please cancel order #1234 before it ships.,CANCEL,cancel_order,high
"Hello, how do I track my shipment?",ORDER,track_order,medium
"Hey there, I want to lodeg a complaint about the recent experience",FEEDBACK,complaint,high
"Godo morning, I forgot my password and can't log in",ACCOUNT,recover_password,high
When can I expect my packaeg? Looking forward to hearing back.,DELIVERY,delivery_period,medium
"Hi team, I want to get a refund for my purchase",REFUND,get_refund,high
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account,low
"Hi team, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"hi team, i need to cancel my order immediately",CANCEL,cancel_order,high
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account,low
I need an invoice for accounting.,INVOICE,get_invoice,medium
"hey there, i want to update the quantity in my odrer",ORDER,change_order,medium
"hey there, when my refund be processed?",REFUND,track_refund,high
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account,low
Quick question - I need to cancel my order immediately,CANCEL,cancel_order,high
Could you help - I'm getting an error when trying to regisetr,ACCOUNT,registration_problems,low
Why can't I create my acocunt? It says invalid input.,ACCOUNT,registration_problems,low
i need to talk to about my order. please assist.,CONTACT,contact_customer_service,low
"could you help - i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Could you help - I want to get a refund for purchase,REFUND,get_refund,high
"I'd like to register, the process?",ACCOUNT,create_account,low
"Hi, where is my order? It hsan't arrived yet",ORDER,track_order,medium
I'd like to receive your weekly emails. Looking forward to hearing back.,NEWSLETTER,newsletter_subscription,low
I to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"i need to reset my password, please help. many thanks.",ACCOUNT,recover_password,high
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods,medium
I was charged twice for the same orde!r I'd appreciate a quick reply.,PAYMENT,payment_issue,high
can you reruote my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
it's been 10 days and no refund yet.,REFUND,track_refund,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"Hi, how do I track my shipment?",ORDER,track_order,medium
"Hi, where is my order? It hasn't arrived yet",ORDER,track_order,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
the signup form keeps rejecting my email.,ACCOUNT,registration_problems,low
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"Good morning, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
What is customer service phone number?,CONTACT,contact_customer_service,low
"hello, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems,low
Quick question - I'd liek to download an invoice,INVOICE,get_invoice,medium
"I need to reset my password, please help. This is urgent.",ACCOUNT,recover_password,high
Quick question - I need to modify my exitsing oredr,ORDER,change_order,medium
Can I set up multiple addresses on my profile? Cheers.,SHIPPING_ADDRESS,set_up_shipping_address,medium
i'd like to receive your weekly emails. thanks!,NEWSLETTER,newsletter_subscription,low
Can you help me open a customer account? Cheers.,ACCOUNT,create_account,low
"helol, i need to look up an old invoice",INVOICE,check_invoice,medium
"wrong address on my order, please update it! cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
Quick question - I need to update the emali on my profile,ACCOUNT,edit_account,low
I'd liek to receive your weekly email.s Thanks in advance.,NEWSLETTER,newsletter_subscription,low
"Hey there, do you offer money-back guarantee?s",REFUND,check_refund_policy,high
"Hi, can you help me complete my pucrhase?",ORDER,place_order,medium
I need an invoice for accounting. Many thanks.,INVOICE,get_invoice,medium
"hey ther,e how can i leave a review for the product i bought?",FEEDBACK,review,low
"Hey there, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
Could you hepl - estimated delivery for standard shipping?,DELIVERY,delivery_period,medium
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
"hi team, i'm extremely unhappy with the service",FEEDBACK,complaint,high
Please connect me to a real person. This is urgent.,CONTACT,contact_human_agent,low
the password reset email never arrived,ACCOUNT,recover_password,high
"hello, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems,low
could you help - i want to write a review of my experience,FEEDBACK,review,low
I have a question: I need to look up an old invoice,INVOICE,check_invoice,medium
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
"good morning, i'm still waiting for my refund, where is it?",REFUND,track_refund,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
"please refund order #3300, the item arrievd borken. many thanks.",REFUND,get_refund,high
Quick question - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
How many days do I have to return an item?,REFUND,check_refund_policy,high
I'd like to eidt my personal details. I'd appreciate a quick reply.,ACCOUNT,edit_account,low
I have a question: I'm getting an errro when trying to register,ACCOUNT,registration_problems,low
Could you help - I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
"Hey there, I need to cancel my order immediately",CANCEL,cancel_order,high
"Good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
Can I have two acconuts and switch between them? This is urgent.,ACCOUNT,switch_account,low
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
where do i post a product review? i'd appreciate a quick reply.,FEEDBACK,review,low
Can you reroute my packgae to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Excuse me, I'm stlil waiting for my refund, where is it?",REFUND,track_refund,high
"Good morning, where is my order? It hasn't arrived yet",ORDER,track_order,medium
"hi team, where is my order? it hasn't arrived yet",ORDER,track_order,medium
"Good morning, how do I track my shipment?",ORDER,track_order,medium
how many days do i have to return an item? thanks in advance.,REFUND,check_refund_policy,high
"Hi team, I'm extremely unhappy with the service",FEEDBACK,complaint,high
"Hi, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
Please remove my accoutn from your system. Looking forward to hearing back.,ACCOUNT,delete_account,high
quick question - how can i leave a review for the prodcut i bought?,FEEDBACK,review,low
Could you help - I wnat to write a review of my experience,FEEDBACK,review,low
When can I expect my package? Thanks!,DELIVERY,delivery_period,medium
how do I contact your support team?,CONTACT,contact_customer_service,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"Hi team, the password reste email never arrived",ACCOUNT,recover_password,high
where can i view my past invoices?,INVOICE,check_invoice,medium
Can you reorute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
I'd like to edit my personal details.,ACCOUNT,edit_account,low
could you help - i'm getting an error when trying to register,ACCOUNT,registration_problems,low
Your support has been awflu and I'm furious about it,FEEDBACK,complaint,high
can i choose same-day shipping? this is urgent.,DELIVERY,delivery_options,medium
Can I add another item to order #4422?,ORDER,change_order,medium
Could you help - what shipping methods are available?,DELIVERY,delivery_options,medium
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Quick question - I'd like to download an invoice,INVOICE,get_invoice,medium
Can I set up multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Good morning, is there a support email I can use?",CONTACT,contact_customer_service,low
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Please connect me to a real person.,CONTACT,contact_human_agent,low
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"Hi, how do I edit the address?",SHIPPING_ADDRESS,change_shipping_address,medium
how many days do i have to return an itme?,REFUND,check_refund_policy,high
"hello, i forgot my password and can't log in",ACCOUNT,recover_password,high
Quick question - how do I contact your support team?,CONTACT,contact_customer_service,low
I have a question: I need to update the email on my profile,ACCOUNT,edit_account,low
Could you help - how can I leaev a review for the product I bougth?,FEEDBACK,review,low
"hey there, i want to get a refund for my purchase",REFUND,get_refund,high
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
what shipping methods are available?,DELIVERY,delivery_options,medium
I'd like to edit my personal details. Many thanks.,ACCOUNT,edit_account,low
Please remove my account from your system. Thanks!,ACCOUNT,delete_account,high
"Helol, how do add a new shipping address to my accuont?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, I need my account deleted right away",ACCOUNT,delete_account,high
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"this is unacceptable, i want to file a formal complaint! i'd appreciate a quick reply.",FEEDBACK,complaint,high
"excuse me, can you help me modify my accuont setting?s",ACCOUNT,edit_account,low
Can you show me invoice numebr 8842?,INVOICE,check_invoice,medium
How many days do I haev to retrun an item? Please assist.,REFUND,check_refund_policy,high
i have a question: i'd to download an invoice,INVOICE,get_invoice,medium
quick question - i need to look up an old invoice,INVOICE,check_invoice,medium
"Wrong address on my order, please update it! Cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
How many days do I have to return an item? I'd appreciate a quick reply.,REFUND,check_refund_policy,high
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
"hey there, i forgot my password and can't log in",ACCOUNT,recover_password,high
"Hi, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
Can you check on the status of my refund?,REFUND,track_refund,high
What is your csutomer service phone nmuber?,CONTACT,contact_customer_service,low
i'd like to receive your weekly emails. many thanks.,NEWSLETTER,newsletter_subscription,low
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
Please remove my account from your system. Many thanks.,ACCOUNT,delete_account,high
The signup form keeps rejecting my email. forward to hearing back.,ACCOUNT,registration_problems,low
"I'm still waiting for my refund, wehre is it?",REFUND,track_refund,high
could you hlep - how can i sign up for an account?,ACCOUNT,create_account,low
tracking number says delivered but i never got it. i'd appreciate a quick reply.,ORDER,track_order,medium
"excues me, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
Quick question - I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
I'd like to receive your weekly emails. Please assist.,NEWSLETTER,newsletter_subscription,low
"hi team, i'm extremely unhappy wtih the service",FEEDBACK,complaint,high
my payment was declined but my card is fine,PAYMENT,payment_issue,high
"Hello, how can I a review for the product I bought?",FEEDBACK,review,low
"hey there, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"excuse me, what shippnig methods are available?",DELIVERY,delivery_options,medium
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Good morning, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
your support has been awful and i'm furious about it,FEEDBACK,complaint,high
"Hi team, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
"Hey there, I want to update the quantity in my order",ORDER,change_order,medium
can i add another item to order #4422? i'd appreciate a quick reply.,ORDER,change_order,medium
When can I expect my package? Cheers.,DELIVERY,delivery_period,medium
"i'd liek to register, what's the process? thanks!",ACCOUNT,create_account,low
"Please refund order #3300, the item arrived broken. Many thanks.",REFUND,get_refund,high
"Good morning, I need to use a different user profile",ACCOUNT,switch_account,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
Could you help - how do I edit the delievry address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi team, I need a human agent right now",CONTACT,contact_human_agent,low
"Hello, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
It's been 10 days no refund yet.,REFUND,track_refund,high
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
Can you tell me the status of order #9001?,ORDER,track_order,medium
"I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"i'd like to regitser, what's the process? i'd appreciaet a quick reply.",ACCOUNT,create_account,low
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"Hey there, what shipping methods are available?",DELIVERY,delivery_options,medium
Can I add another item to oredr #4422? Thanks in advance.,ORDER,change_order,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
"hey three, can you help me complete my purchase?",ORDER,place_order,medium
"I need to reset my password, please help. Thank!s",ACCOUNT,recover_password,high
"hey there, the password reset email never arrived",ACCOUNT,recover_password,high
i need my money back for this defective product!,REFUND,get_refund,high
Could you help - I want to switch to a different account,ACCOUNT,switch_account,low
I have a quetsion: I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
How do I close my accoun?t I no longer want to use the service.,ACCOUNT,delete_account,high
i need an invoice for accounting. this is urgent.,INVOICE,get_invoice,medium
"This is unacceptable, I want to file a formal complaint! thanks.",FEEDBACK,complaint,high
Can you help me opne a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account,low
"excuse me, i'd like to download an invoice",INVOICE,get_invoice,medium
"This is unacceptable, I watn to file a formal complaint! This is urgent.",FEEDBACK,complaint,high
"Hello, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
I need to talk to someone about my order. Thanks!,CONTACT,contact_customer_service,low
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
can i set up mutliple addresses on my profile? lokoing forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, how can I leaev a review for the product I bought?",FEEDBACK,review,low
"Could you help - I want to spaek with a human agent, not a bot",CONTACT,contact_human_agent,low
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Good morning, how can I leave a review for the product I bought?",FEEDBACK,review,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Good morning, I forgto my password and can't log in",ACCOUNT,recover_password,high
Quick qusetion - I'm getting an error when trying to register,ACCOUNT,registration_problems,low
How do I order this product?,ORDER,place_order,medium
I have a question: I need my account deleted right away,ACCOUNT,delete_account,high
where can i view my past invoices? cheers.,INVOICE,check_invoice,medium
"this is unacceptable, i want to file a formal complaint! thanks in advance.",FEEDBACK,complaint,high
can you help me open a customer account? this is urgent.,ACCOUNT,create_account,low
I need to talk to someone about my order.,CONTACT,contact_customer_service,low
Can I set up multiple addresses on my profile? I'd appreciate a quick reply.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, I need to look up an old invoice",INVOICE,check_invoice,medium
Quick question - I need my account deleted right away,ACCOUNT,delete_account,high
"Hi team, I want to get a rfeund for my purchase",REFUND,get_refund,high
I'd like to receive your weekly emails. Plesae assist.,NEWSLETTER,newsletter_subscription,low
"Excuse me, I want to speak wiht a human agent, not a bot",CONTACT,contact_human_agent,low
i have a question: i need a human agent right now,CONTACT,contact_human_agent,low
please remove my account from your system. this is urgent.,ACCOUNT,delete_account,high
"Hello, I want to create a new account on your platform",ACCOUNT,create_account,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
"Good morning, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
When can I expect my package? I'd appreciate a quick reply.,DELIVERY,delivery_period,medium
"Hey there, I need to use a different user profile",ACCOUNT,switch_account,low
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
Quick question - please send me the invoice for my recent order,INVOICE,get_invoice,medium
"Hi team, I'm extremely unhappy with the service",FEEDBACK,complaint,high
I was charged twice for the same order! Looking forward to hearing back.,PAYMENT,payment_issue,high
can you help me open a customer account? many thanks.,ACCOUNT,create_account,low
Please remove my account form your system. Looking forward to hearing back.,ACCOUNT,delete_account,high
Quick question - how long will my oredr take to arrive?,DELIVERY,delivery_period,medium
I have a question: I wnat to create a new account on your platform,ACCOUNT,create_account,low
i have a question: what are my payment options at cehckout?,PAYMENT,check_payment_methods,medium
"hello, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Could you help - I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
Can you help me open a customer account?,ACCOUNT,create_account,low
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice,medium
How many dasy do I have to return an item? Looking fowrard to hearing back.,REFUND,check_refund_policy,high
Where can I view my past invoices? Looking forward to hearing back.,INVOICE,check_invoice,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
"I'd like to register, what's the process? Please assist.",ACCOUNT,create_account,low
colud you help - how do i request a refund?,REFUND,get_refund,high
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account,low
"please refund order #3300, the item arrived broken. looking forwadr to hearing back.",REFUND,get_refund,high
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Good morning, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Could you help - how do I track my shipment?,ORDER,track_order,medium
Please cancel order #1234 before it ships. Many thanks.,CANCEL,cancel_order,high
can you help me modify my account settings?,ACCOUNT,edit_account,low
"Hi, I'm extremely unhappy with the service",FEEDBACK,complaint,high
I need an invoice for accounting. I'd appreciate a quick reply.,INVOICE,get_invoice,medium
"excuse me, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
Qiuck question - I nede to use a different user profile,ACCOUNT,switch_account,low
Can you tell me the status of order #9001?,ORDER,track_order,medium
"quick question - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
Can you tell me the status of order #9001?,ORDER,track_order,medium
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
how can i change my account information?,ACCOUNT,edit_account,low
I have a question: how lnog will my order take to arrive?,DELIVERY,delivery_period,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
please remove my account from your system. looking forward to hearing back.,ACCOUNT,delete_account,high
"Hello, I need to use a different user profile",ACCOUNT,switch_account,low
I'd like to edit my personal Please assist.,ACCOUNT,edit_account,low
Tracking number says delivered but I never got it. Looking forward to hearing back.,ORDER,track_order,medium
Can I add another item to order #4422?,ORDER,change_order,medium
I was charged twice for the same order! Cheers.,PAYMENT,payment_issue,high
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
what is your customer service phone number?,CONTACT,contact_customer_service,low
"Hi, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
can you help me open a customer account? many thanks.,ACCOUNT,create_account,low
How can I change my account information?,ACCOUNT,edit_account,low
"hey there, cancel my order asap, i ordered the wrong",CANCEL,cancel_order,high
Quick question - how can I up for an account?,ACCOUNT,create_account,low
Can I set up multiple addresses on my profile? Thanks!,SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a question: I want to get a refund for my purchase,REFUND,get_refund,high
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
Please cancel order #1234 before it ships. Thansk!,CANCEL,cancel_order,high
"Hello, I'd like to download an invoice",INVOICE,get_invoice,medium
is your customer service phone number?,CONTACT,contact_customer_service,low
"Excuse me, how do I track my shipmen?t",ORDER,track_order,medium
"Hi, how do I contact your support taem?",CONTACT,contact_customer_service,low
"Hello, what shipping methods are available?",DELIVERY,delivery_options,medium
How mayn days do I haev to return an ietm? Many thanks.,REFUND,check_refund_policy,high
could you help - what is your refund policy?,REFUND,check_refund_policy,high
I need an invoice for accounting. Tihs is urgent.,INVOICE,get_invoice,medium
"this is unacceptable, i want to file a formla complaint! this is urgent.",FEEDBACK,complaint,high
Can you reroute my package a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"quick question - i'm still waiting for my refund, wehre is it?",REFUND,track_refund,high
Can I haev two accounts and switch between them? Looking forward to hearing back.,ACCOUNT,switch_account,low
"Wrong address on my order, please update it! Thanks in advance.",SHIPPING_ADDRESS,change_shipping_address,medium
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Can I add another itme to order #4422? This is urgent.,ORDER,change_order,medium
"This is unacceptable, I want to file a formal complaint! This is urgent.",FEEDBACK,complaint,high
Quick question - I need to use a different user profile,ACCOUNT,switch_account,low
can i choose same-day shipping? please assist.,DELIVERY,delivery_options,medium
How can I change my account information?,ACCOUNT,edit_account,low
"excuse me, how can i leave a review for the product i bought?",FEEDBACK,review,low
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
can a live representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent,low
Quick question - how do I conatct your support tea?m,CONTACT,contact_customer_service,low
